,file,cel,cla,flu,gac,gel,org,pia,sax,tru,vio,voi
74,data/openmic/audio/112/112297_445440.ogg,0,1,0,0,0,0,0,0,0,0,0
76,data/openmic/audio/096/096731_30720.ogg,0,0,0,1,0,0,0,0,0,0,0
77,data/openmic/audio/020/020312_107520.ogg,0,0,0,0,0,0,0,0,1,0,0
78,data/openmic/audio/084/084848_80640.ogg,0,0,0,0,0,1,0,0,0,0,0
79,data/openmic/audio/130/130977_165120.ogg,1,0,0,0,0,0,0,0,0,0,0
80,data/openmic/audio/125/125320_134400.ogg,0,0,0,0,0,0,0,0,0,0,1
81,data/openmic/audio/126/126794_218880.ogg,0,0,0,0,1,0,0,0,0,0,0
82,data/openmic/audio/054/054670_207360.ogg,0,0,0,1,0,0,0,0,0,0,0
83,data/openmic/audio/089/089373_46080.ogg,0,0,0,0,0,0,1,0,0,0,0
84,data/openmic/audio/011/011350_360960.ogg,0,0,0,0,0,0,1,0,0,0,0
86,data/openmic/audio/118/118836_15360.ogg,0,0,1,0,0,0,0,0,0,0,0
87,data/openmic/audio/131/131172_168960.ogg,0,0,0,0,1,0,0,0,0,0,0
88,data/openmic/audio/045/045012_142080.ogg,0,0,0,0,0,0,0,0,1,0,0
91,data/openmic/audio/044/044400_1739520.ogg,0,0,0,0,0,0,0,0,1,0,0
92,data/openmic/audio/111/111103_207360.ogg,0,0,0,0,0,0,1,0,0,0,0
94,data/openmic/audio/065/065414_426240.ogg,0,0,0,0,0,0,0,0,0,1,0
95,data/openmic/audio/114/114076_76800.ogg,0,0,0,0,0,0,0,0,0,1,0
96,data/openmic/audio/120/120475_115200.ogg,0,0,1,0,0,0,0,0,0,0,0
97,data/openmic/audio/108/108493_0.ogg,0,0,0,0,0,0,1,0,0,0,0
99,data/openmic/audio/021/021601_34560.ogg,0,0,0,0,0,0,0,0,0,0,1
100,data/openmic/audio/140/140510_322560.ogg,0,0,0,0,0,1,0,0,0,0,0
101,data/openmic/audio/132/132636_430080.ogg,0,0,0,0,0,0,0,0,1,0,0
102,data/openmic/audio/047/047058_11520.ogg,0,1,0,0,0,0,0,0,0,0,0
103,data/openmic/audio/082/082639_157440.ogg,0,0,0,0,0,0,0,0,1,0,0
104,data/openmic/audio/103/103602_0.ogg,0,0,0,0,0,1,0,0,0,0,0
105,data/openmic/audio/146/146071_53760.ogg,0,0,0,1,0,0,0,0,0,0,0
106,data/openmic/audio/041/041601_84480.ogg,0,0,0,0,0,0,1,0,0,0,0
107,data/openmic/audio/136/136645_26880.ogg,0,0,0,0,0,0,0,0,1,0,0
108,data/openmic/audio/033/033340_499200.ogg,0,0,0,0,0,0,0,0,0,0,1
109,data/openmic/audio/004/004517_906240.ogg,0,0,0,0,0,0,0,0,1,0,0
110,data/openmic/audio/012/012742_84480.ogg,0,0,0,0,0,0,0,0,0,0,1
111,data/openmic/audio/051/051904_76800.ogg,0,0,0,0,0,0,0,0,1,0,0
112,data/openmic/audio/067/067581_264960.ogg,0,0,0,0,0,0,0,0,1,0,0
114,data/openmic/audio/042/042243_3840.ogg,0,0,0,0,0,0,0,0,1,0,0
115,data/openmic/audio/078/078283_65280.ogg,0,0,1,0,0,0,0,0,0,0,0
116,data/openmic/audio/103/103828_15360.ogg,0,0,0,0,0,0,1,0,0,0,0
117,data/openmic/audio/022/022326_180480.ogg,0,0,0,0,0,0,0,0,0,0,1
118,data/openmic/audio/127/127519_80640.ogg,0,0,0,1,0,0,0,0,0,0,0
119,data/openmic/audio/115/115209_111360.ogg,0,0,1,0,0,0,0,0,0,0,0
120,data/openmic/audio/012/012008_0.ogg,1,0,0,0,0,0,0,0,0,0,0
121,data/openmic/audio/032/032466_2208000.ogg,0,0,0,0,0,0,1,0,0,0,0
122,data/openmic/audio/019/019778_69120.ogg,0,0,1,0,0,0,0,0,0,0,0
123,data/openmic/audio/062/062014_96000.ogg,0,0,0,0,0,0,1,0,0,0,0
124,data/openmic/audio/137/137962_126720.ogg,0,0,0,0,0,0,1,0,0,0,0
125,data/openmic/audio/142/142874_111360.ogg,0,0,0,0,0,0,0,0,0,1,0
126,data/openmic/audio/033/033859_34560.ogg,0,0,1,0,0,0,0,0,0,0,0
127,data/openmic/audio/059/059776_134400.ogg,0,0,0,0,0,0,1,0,0,0,0
128,data/openmic/audio/034/034459_203520.ogg,0,0,0,0,0,0,0,0,0,0,1
129,data/openmic/audio/028/028045_595200.ogg,0,0,0,0,0,0,0,0,0,1,0
130,data/openmic/audio/130/130758_96000.ogg,0,0,0,0,1,0,0,0,0,0,0
132,data/openmic/audio/123/123870_142080.ogg,0,0,0,0,0,0,0,0,0,1,0
133,data/openmic/audio/091/091063_149760.ogg,0,0,0,0,0,0,0,0,0,0,1
134,data/openmic/audio/105/105533_3840.ogg,0,0,1,0,0,0,0,0,0,0,0
135,data/openmic/audio/094/094273_88320.ogg,0,1,0,0,0,0,0,0,0,0,0
136,data/openmic/audio/109/109199_115200.ogg,0,0,0,0,0,0,0,0,0,0,1
137,data/openmic/audio/010/010029_80640.ogg,0,0,0,0,0,0,1,0,0,0,0
138,data/openmic/audio/054/054781_238080.ogg,0,0,0,0,0,0,0,1,0,0,0
139,data/openmic/audio/043/043521_195840.ogg,0,0,0,0,0,0,0,0,1,0,0
140,data/openmic/audio/058/058710_34560.ogg,0,0,0,0,0,1,0,0,0,0,0
141,data/openmic/audio/119/119410_76800.ogg,0,0,0,0,0,0,0,0,0,0,1
142,data/openmic/audio/133/133563_126720.ogg,0,0,0,0,0,0,0,0,0,1,0
143,data/openmic/audio/133/133794_115200.ogg,0,0,0,0,0,0,0,0,0,1,0
144,data/openmic/audio/086/086483_30720.ogg,0,0,0,0,0,0,1,0,0,0,0
145,data/openmic/audio/058/058902_153600.ogg,0,0,0,0,0,1,0,0,0,0,0
146,data/openmic/audio/073/073760_211200.ogg,0,0,0,0,0,0,0,0,0,0,1
147,data/openmic/audio/026/026358_1977600.ogg,0,0,1,0,0,0,0,0,0,0,0
148,data/openmic/audio/155/155194_126720.ogg,0,0,0,0,0,1,0,0,0,0,0
149,data/openmic/audio/039/039220_23040.ogg,0,0,0,0,0,1,0,0,0,0,0
150,data/openmic/audio/081/081786_76800.ogg,0,0,0,0,0,1,0,0,0,0,0
151,data/openmic/audio/145/145310_268800.ogg,0,0,0,0,0,1,0,0,0,0,0
152,data/openmic/audio/122/122261_526080.ogg,0,0,0,0,0,0,1,0,0,0,0
153,data/openmic/audio/098/098648_69120.ogg,0,0,0,0,0,0,0,0,1,0,0
154,data/openmic/audio/014/014057_126720.ogg,0,1,0,0,0,0,0,0,0,0,0
155,data/openmic/audio/001/001548_192000.ogg,0,0,0,0,0,0,0,0,0,0,1
156,data/openmic/audio/069/069055_88320.ogg,0,0,0,0,0,0,0,1,0,0,0
157,data/openmic/audio/018/018693_107520.ogg,0,0,0,0,0,0,0,0,0,1,0
158,data/openmic/audio/154/154771_107520.ogg,1,0,0,0,0,0,0,0,0,0,0
159,data/openmic/audio/108/108357_7680.ogg,0,0,0,0,0,0,0,1,0,0,0
160,data/openmic/audio/046/046576_61440.ogg,0,0,0,0,0,0,1,0,0,0,0
161,data/openmic/audio/089/089958_249600.ogg,0,1,0,0,0,0,0,0,0,0,0
162,data/openmic/audio/111/111102_0.ogg,0,0,0,0,0,0,1,0,0,0,0
163,data/openmic/audio/115/115984_15360.ogg,0,0,0,0,0,0,1,0,0,0,0
164,data/openmic/audio/071/071378_49920.ogg,0,0,0,0,0,0,0,1,0,0,0
165,data/openmic/audio/031/031865_46080.ogg,0,0,0,0,0,0,0,0,0,0,1
166,data/openmic/audio/150/150084_165120.ogg,0,0,0,0,0,0,0,0,1,0,0
167,data/openmic/audio/138/138448_65280.ogg,1,0,0,0,0,0,0,0,0,0,0
168,data/openmic/audio/028/028102_49920.ogg,0,0,0,0,0,0,1,0,0,0,0
169,data/openmic/audio/071/071826_637440.ogg,0,0,1,0,0,0,0,0,0,0,0
170,data/openmic/audio/142/142659_76800.ogg,1,0,0,0,0,0,0,0,0,0,0
171,data/openmic/audio/106/106811_99840.ogg,0,1,0,0,0,0,0,0,0,0,0
172,data/openmic/audio/060/060536_80640.ogg,0,0,0,0,0,0,0,1,0,0,0
174,data/openmic/audio/098/098645_288000.ogg,0,0,0,0,0,0,0,1,0,0,0
175,data/openmic/audio/138/138589_645120.ogg,0,0,1,0,0,0,0,0,0,0,0
176,data/openmic/audio/006/006366_176640.ogg,0,0,1,0,0,0,0,0,0,0,0
177,data/openmic/audio/074/074737_42240.ogg,0,0,1,0,0,0,0,0,0,0,0
178,data/openmic/audio/043/043341_69120.ogg,0,0,0,0,0,0,0,0,0,1,0
180,data/openmic/audio/011/011699_57600.ogg,0,0,0,0,0,0,0,0,0,0,1
182,data/openmic/audio/013/013718_257280.ogg,1,0,0,0,0,0,0,0,0,0,0
183,data/openmic/audio/032/032890_207360.ogg,0,1,0,0,0,0,0,0,0,0,0
185,data/openmic/audio/131/131099_145920.ogg,0,0,0,0,0,0,1,0,0,0,0
186,data/openmic/audio/112/112440_3840.ogg,0,0,0,0,0,0,1,0,0,0,0
187,data/openmic/audio/154/154791_0.ogg,1,0,0,0,0,0,0,0,0,0,0
188,data/openmic/audio/056/056117_207360.ogg,0,0,0,0,0,0,0,0,1,0,0
189,data/openmic/audio/012/012045_42240.ogg,0,0,0,0,0,0,0,0,0,0,1
190,data/openmic/audio/081/081526_168960.ogg,0,0,0,0,0,0,1,0,0,0,0
191,data/openmic/audio/096/096950_42240.ogg,0,0,1,0,0,0,0,0,0,0,0
192,data/openmic/audio/068/068465_245760.ogg,0,0,0,0,0,0,0,0,0,0,1
193,data/openmic/audio/105/105692_303360.ogg,0,1,0,0,0,0,0,0,0,0,0
194,data/openmic/audio/043/043389_115200.ogg,0,0,0,0,0,0,0,1,0,0,0
195,data/openmic/audio/017/017200_61440.ogg,0,0,0,0,0,0,0,0,0,1,0
196,data/openmic/audio/149/149079_57600.ogg,0,0,0,0,1,0,0,0,0,0,0
197,data/openmic/audio/042/042234_23040.ogg,0,0,0,0,0,0,0,0,1,0,0
198,data/openmic/audio/084/084861_7680.ogg,0,0,0,0,0,0,1,0,0,0,0
199,data/openmic/audio/006/006355_245760.ogg,0,0,0,0,0,0,0,0,1,0,0
200,data/openmic/audio/080/080142_407040.ogg,0,0,0,0,0,0,1,0,0,0,0
201,data/openmic/audio/018/018860_23040.ogg,0,0,0,0,0,0,0,0,1,0,0
204,data/openmic/audio/122/122289_326400.ogg,0,0,0,0,0,0,0,1,0,0,0
206,data/openmic/audio/140/140230_53760.ogg,0,0,0,0,0,0,0,0,0,1,0
207,data/openmic/audio/089/089377_349440.ogg,0,0,0,0,0,0,1,0,0,0,0
208,data/openmic/audio/106/106581_149760.ogg,0,0,0,0,0,0,1,0,0,0,0
209,data/openmic/audio/073/073960_149760.ogg,0,0,0,0,0,0,0,0,1,0,0
211,data/openmic/audio/113/113366_30720.ogg,0,0,0,0,0,0,0,0,0,0,1
212,data/openmic/audio/013/013271_234240.ogg,0,0,0,0,0,0,0,0,0,1,0
213,data/openmic/audio/120/120852_142080.ogg,0,0,0,0,0,0,0,0,0,1,0
214,data/openmic/audio/149/149955_211200.ogg,0,0,1,0,0,0,0,0,0,0,0
215,data/openmic/audio/124/124700_57600.ogg,0,0,0,0,0,0,0,0,0,0,1
216,data/openmic/audio/017/017435_126720.ogg,0,0,0,0,0,0,0,0,1,0,0
217,data/openmic/audio/143/143533_153600.ogg,1,0,0,0,0,0,0,0,0,0,0
218,data/openmic/audio/058/058864_103680.ogg,0,0,0,0,0,1,0,0,0,0,0
221,data/openmic/audio/152/152254_0.ogg,0,1,0,0,0,0,0,0,0,0,0
222,data/openmic/audio/032/032376_199680.ogg,0,0,0,0,0,0,1,0,0,0,0
223,data/openmic/audio/128/128907_103680.ogg,0,0,0,0,0,0,0,1,0,0,0
225,data/openmic/audio/021/021533_96000.ogg,1,0,0,0,0,0,0,0,0,0,0
226,data/openmic/audio/064/064660_53760.ogg,0,0,0,0,0,0,0,0,0,0,1
227,data/openmic/audio/033/033575_130560.ogg,0,0,0,0,0,0,1,0,0,0,0
228,data/openmic/audio/056/056565_864000.ogg,1,0,0,0,0,0,0,0,0,0,0
229,data/openmic/audio/150/150551_161280.ogg,0,0,0,0,0,0,0,0,0,1,0
231,data/openmic/audio/051/051631_0.ogg,0,0,0,0,0,0,0,0,1,0,0
232,data/openmic/audio/116/116811_241920.ogg,0,0,0,0,0,0,0,1,0,0,0
233,data/openmic/audio/065/065653_80640.ogg,0,0,0,0,0,0,1,0,0,0,0
234,data/openmic/audio/145/145035_230400.ogg,0,0,0,0,0,0,0,0,1,0,0
236,data/openmic/audio/022/022129_42240.ogg,0,0,0,0,0,0,0,0,1,0,0
237,data/openmic/audio/058/058822_26880.ogg,0,0,0,0,0,1,0,0,0,0,0
238,data/openmic/audio/045/045653_311040.ogg,1,0,0,0,0,0,0,0,0,0,0
239,data/openmic/audio/132/132776_46080.ogg,1,0,0,0,0,0,0,0,0,0,0
240,data/openmic/audio/000/000439_245760.ogg,0,0,0,0,0,0,0,0,0,0,1
241,data/openmic/audio/140/140218_176640.ogg,0,0,0,0,0,0,0,1,0,0,0
243,data/openmic/audio/144/144972_107520.ogg,0,0,0,0,0,0,0,0,0,1,0
245,data/openmic/audio/027/027948_168960.ogg,0,0,0,1,0,0,0,0,0,0,0
246,data/openmic/audio/106/106756_245760.ogg,0,0,0,0,0,0,0,1,0,0,0
247,data/openmic/audio/135/135574_115200.ogg,0,0,0,0,0,0,0,0,0,0,1
248,data/openmic/audio/154/154036_122880.ogg,1,0,0,0,0,0,0,0,0,0,0
249,data/openmic/audio/151/151100_230400.ogg,0,0,0,0,0,0,0,0,0,1,0
250,data/openmic/audio/032/032299_61440.ogg,0,0,0,0,0,0,1,0,0,0,0
251,data/openmic/audio/011/011663_57600.ogg,0,1,0,0,0,0,0,0,0,0,0
254,data/openmic/audio/047/047406_53760.ogg,0,1,0,0,0,0,0,0,0,0,0
255,data/openmic/audio/057/057616_238080.ogg,1,0,0,0,0,0,0,0,0,0,0
257,data/openmic/audio/128/128695_19200.ogg,0,0,0,0,0,0,0,0,0,0,1
258,data/openmic/audio/057/057923_11520.ogg,0,0,0,1,0,0,0,0,0,0,0
259,data/openmic/audio/028/028031_261120.ogg,0,0,0,0,0,0,0,0,1,0,0
260,data/openmic/audio/067/067556_7680.ogg,0,0,0,0,0,0,1,0,0,0,0
261,data/openmic/audio/129/129148_61440.ogg,0,0,0,0,0,0,0,1,0,0,0
262,data/openmic/audio/063/063448_19200.ogg,0,0,0,0,1,0,0,0,0,0,0
263,data/openmic/audio/150/150155_69120.ogg,0,0,0,0,0,0,0,0,1,0,0
265,data/openmic/audio/126/126438_88320.ogg,0,0,0,0,0,0,0,1,0,0,0
267,data/openmic/audio/150/150089_3840.ogg,0,0,0,0,0,0,1,0,0,0,0
269,data/openmic/audio/081/081940_7680.ogg,0,0,0,1,0,0,0,0,0,0,0
270,data/openmic/audio/146/146484_2538240.ogg,0,0,1,0,0,0,0,0,0,0,0
271,data/openmic/audio/142/142850_261120.ogg,0,0,0,0,0,0,0,0,0,1,0
272,data/openmic/audio/065/065627_357120.ogg,0,0,0,0,0,0,0,0,0,0,1
273,data/openmic/audio/107/107573_180480.ogg,0,0,0,0,0,0,1,0,0,0,0
275,data/openmic/audio/011/011420_46080.ogg,0,0,0,0,0,0,1,0,0,0,0
276,data/openmic/audio/098/098740_764160.ogg,0,0,0,0,0,0,0,0,0,1,0
277,data/openmic/audio/024/024698_49920.ogg,0,0,0,0,0,0,0,0,0,1,0
278,data/openmic/audio/130/130495_130560.ogg,0,0,0,0,0,0,0,1,0,0,0
279,data/openmic/audio/107/107249_119040.ogg,0,0,0,0,0,0,0,0,1,0,0
280,data/openmic/audio/115/115858_176640.ogg,0,0,0,0,0,0,0,0,0,1,0
281,data/openmic/audio/094/094306_157440.ogg,0,0,0,0,0,1,0,0,0,0,0
282,data/openmic/audio/145/145874_134400.ogg,0,0,0,1,0,0,0,0,0,0,0
283,data/openmic/audio/077/077593_30720.ogg,0,0,0,0,0,0,0,1,0,0,0
285,data/openmic/audio/024/024206_967680.ogg,0,0,0,0,0,1,0,0,0,0,0
286,data/openmic/audio/106/106578_88320.ogg,0,0,0,0,0,0,1,0,0,0,0
287,data/openmic/audio/112/112742_261120.ogg,1,0,0,0,0,0,0,0,0,0,0
288,data/openmic/audio/022/022195_111360.ogg,0,0,0,0,0,0,0,0,1,0,0
289,data/openmic/audio/097/097496_57600.ogg,0,0,0,0,0,0,0,0,0,0,1
290,data/openmic/audio/017/017193_3840.ogg,0,0,0,0,0,0,0,0,1,0,0
291,data/openmic/audio/013/013348_226560.ogg,0,0,0,0,0,0,0,0,1,0,0
292,data/openmic/audio/105/105024_19200.ogg,0,0,1,0,0,0,0,0,0,0,0
293,data/openmic/audio/133/133712_96000.ogg,0,0,0,0,0,0,1,0,0,0,0
294,data/openmic/audio/034/034003_7680.ogg,0,0,0,1,0,0,0,0,0,0,0
295,data/openmic/audio/016/016234_357120.ogg,0,0,0,0,0,0,0,1,0,0,0
296,data/openmic/audio/000/000832_23040.ogg,0,0,0,0,0,0,0,1,0,0,0
297,data/openmic/audio/048/048379_318720.ogg,0,0,0,0,0,0,1,0,0,0,0
298,data/openmic/audio/001/001145_218880.ogg,0,0,0,0,0,1,0,0,0,0,0
300,data/openmic/audio/056/056129_26880.ogg,0,0,0,0,0,0,0,0,1,0,0
301,data/openmic/audio/023/023127_96000.ogg,0,0,0,0,0,0,0,0,0,0,1
302,data/openmic/audio/117/117928_34560.ogg,0,0,0,0,0,0,1,0,0,0,0
303,data/openmic/audio/077/077424_61440.ogg,1,0,0,0,0,0,0,0,0,0,0
305,data/openmic/audio/054/054787_1025280.ogg,0,0,0,0,0,0,0,1,0,0,0
308,data/openmic/audio/056/056889_345600.ogg,0,0,0,0,0,0,0,0,0,1,0
309,data/openmic/audio/043/043387_122880.ogg,0,0,0,0,0,0,0,1,0,0,0
310,data/openmic/audio/038/038956_19200.ogg,0,0,0,0,0,0,1,0,0,0,0
311,data/openmic/audio/117/117152_268800.ogg,0,0,0,0,0,0,1,0,0,0,0
313,data/openmic/audio/127/127407_115200.ogg,0,0,0,0,0,0,0,0,1,0,0
314,data/openmic/audio/000/000663_211200.ogg,0,0,1,0,0,0,0,0,0,0,0
315,data/openmic/audio/081/081913_30720.ogg,0,0,0,0,0,0,1,0,0,0,0
317,data/openmic/audio/024/024833_307200.ogg,0,0,0,0,0,0,1,0,0,0,0
318,data/openmic/audio/059/059859_119040.ogg,0,0,0,0,0,0,0,1,0,0,0
319,data/openmic/audio/069/069181_57600.ogg,0,0,0,0,0,1,0,0,0,0,0
320,data/openmic/audio/059/059722_72960.ogg,0,0,0,0,0,0,0,0,0,1,0
321,data/openmic/audio/034/034166_7680.ogg,0,0,0,0,0,0,1,0,0,0,0
322,data/openmic/audio/008/008417_107520.ogg,0,0,1,0,0,0,0,0,0,0,0
323,data/openmic/audio/097/097222_357120.ogg,0,0,0,0,0,0,1,0,0,0,0
324,data/openmic/audio/134/134583_115200.ogg,1,0,0,0,0,0,0,0,0,0,0
326,data/openmic/audio/097/097015_26880.ogg,0,0,0,0,0,0,0,0,0,0,1
327,data/openmic/audio/070/070640_122880.ogg,0,0,1,0,0,0,0,0,0,0,0
328,data/openmic/audio/028/028523_303360.ogg,0,0,1,0,0,0,0,0,0,0,0
329,data/openmic/audio/146/146439_49920.ogg,0,0,0,0,0,0,0,1,0,0,0
330,data/openmic/audio/023/023134_76800.ogg,0,0,0,0,0,0,0,1,0,0,0
331,data/openmic/audio/041/041218_61440.ogg,0,0,0,0,0,0,0,0,0,0,1
332,data/openmic/audio/104/104719_157440.ogg,0,0,0,0,0,0,0,1,0,0,0
333,data/openmic/audio/048/048347_38400.ogg,0,0,0,0,0,0,0,0,1,0,0
334,data/openmic/audio/115/115602_7680.ogg,0,0,0,1,0,0,0,0,0,0,0
335,data/openmic/audio/047/047668_46080.ogg,0,1,0,0,0,0,0,0,0,0,0
336,data/openmic/audio/042/042059_3840.ogg,0,0,0,0,0,1,0,0,0,0,0
337,data/openmic/audio/089/089557_403200.ogg,1,0,0,0,0,0,0,0,0,0,0
338,data/openmic/audio/111/111558_349440.ogg,0,0,0,0,0,0,0,0,1,0,0
339,data/openmic/audio/093/093090_180480.ogg,0,0,1,0,0,0,0,0,0,0,0
341,data/openmic/audio/087/087105_119040.ogg,0,0,0,0,0,0,1,0,0,0,0
342,data/openmic/audio/132/132916_57600.ogg,0,0,0,0,0,0,0,0,1,0,0
343,data/openmic/audio/079/079433_295680.ogg,0,0,0,0,0,0,0,0,0,0,1
345,data/openmic/audio/133/133820_38400.ogg,0,0,0,0,0,1,0,0,0,0,0
346,data/openmic/audio/044/044822_65280.ogg,0,0,0,0,0,0,0,0,1,0,0
347,data/openmic/audio/148/148911_437760.ogg,0,0,0,0,0,0,0,1,0,0,0
348,data/openmic/audio/009/009405_11520.ogg,0,0,0,1,0,0,0,0,0,0,0
350,data/openmic/audio/102/102268_130560.ogg,0,0,0,0,0,0,0,0,0,0,1
351,data/openmic/audio/036/036630_0.ogg,0,0,0,0,0,0,1,0,0,0,0
353,data/openmic/audio/106/106505_72960.ogg,0,0,0,0,0,0,0,0,0,1,0
355,data/openmic/audio/072/072428_157440.ogg,0,0,0,0,0,0,0,1,0,0,0
356,data/openmic/audio/062/062596_3840.ogg,0,0,0,0,0,0,0,1,0,0,0
358,data/openmic/audio/098/098031_153600.ogg,0,0,0,0,0,0,0,0,1,0,0
359,data/openmic/audio/117/117738_134400.ogg,0,0,0,0,0,0,0,0,0,1,0
361,data/openmic/audio/115/115775_138240.ogg,0,0,0,1,0,0,0,0,0,0,0
363,data/openmic/audio/052/052094_211200.ogg,0,0,0,0,1,0,0,0,0,0,0
364,data/openmic/audio/147/147204_38400.ogg,0,0,1,0,0,0,0,0,0,0,0
365,data/openmic/audio/015/015854_3840.ogg,0,0,0,0,0,0,0,0,0,0,1
366,data/openmic/audio/108/108186_26880.ogg,0,0,0,0,0,0,1,0,0,0,0
367,data/openmic/audio/145/145356_3840.ogg,0,0,0,1,0,0,0,0,0,0,0
