Unnamed: 0,file,cel,cla,flu,gac,gel,org,pia,sax,tru,vio,voi
30285,data/openmic/audio/113/113683_7680.ogg,0,0,0,0,0,0,1,0,0,0,0
15223,data/openmic/audio/056/056561_226560.ogg,0,0,0,0,0,0,0,0,0,1,0
41403,data/openmic/audio/154/154839_134400.ogg,0,0,0,0,0,0,0,1,0,0,0
9952,data/openmic/audio/038/038822_7680.ogg,0,0,0,0,0,0,0,0,0,1,0
4066,data/openmic/audio/015/015855_0.ogg,1,0,0,0,0,0,0,0,0,0,0
37366,data/openmic/audio/139/139191_330240.ogg,0,0,0,0,0,0,0,0,0,0,1
6852,data/openmic/audio/027/027172_222720.ogg,0,0,0,0,0,0,0,0,0,1,0
25016,data/openmic/audio/091/091235_49920.ogg,0,0,0,0,0,0,1,0,0,0,0
27361,data/openmic/audio/104/104221_53760.ogg,0,0,0,0,0,0,0,0,0,0,1
12657,data/openmic/audio/047/047920_142080.ogg,0,0,0,0,0,0,0,0,0,0,1
3109,data/openmic/audio/012/012828_19200.ogg,0,0,0,0,0,0,0,0,0,1,0
37926,data/openmic/audio/141/141197_23040.ogg,0,0,0,0,0,0,0,0,0,1,0
18098,data/openmic/audio/064/064091_84480.ogg,0,0,0,0,0,0,1,0,0,0,0
10820,data/openmic/audio/041/041518_15360.ogg,0,1,0,0,0,0,0,0,0,0,0
2923,data/openmic/audio/012/012291_222720.ogg,0,0,1,0,0,0,0,0,0,0,0
27487,data/openmic/audio/104/104950_195840.ogg,0,0,0,0,0,0,0,0,1,0,0
33111,data/openmic/audio/123/123637_19200.ogg,0,0,0,0,0,0,1,0,0,0,0
38993,data/openmic/audio/145/145338_207360.ogg,0,0,0,0,0,0,1,0,0,0,0
5412,data/openmic/audio/021/021222_215040.ogg,1,0,0,0,0,0,0,0,0,0,0
31096,data/openmic/audio/116/116585_46080.ogg,1,0,0,0,0,0,0,0,0,0,0
12610,data/openmic/audio/047/047777_702720.ogg,0,0,0,0,0,0,1,0,0,0,0
29690,data/openmic/audio/112/112105_3840.ogg,0,0,0,1,0,0,0,0,0,0,0
7513,data/openmic/audio/029/029621_145920.ogg,0,0,0,0,0,0,0,0,0,0,1
3872,data/openmic/audio/015/015140_122880.ogg,0,0,0,0,0,0,0,1,0,0,0
10716,data/openmic/audio/041/041231_69120.ogg,0,1,0,0,0,0,0,0,0,0,0
18442,data/openmic/audio/065/065160_49920.ogg,0,0,0,0,1,0,0,0,0,0,0
7916,data/openmic/audio/031/031236_7680.ogg,0,0,0,0,0,0,1,0,0,0,0
23822,data/openmic/audio/085/085928_614400.ogg,0,0,0,0,0,0,0,1,0,0,0
10552,data/openmic/audio/040/040742_84480.ogg,0,0,0,1,0,0,0,0,0,0,0
38503,data/openmic/audio/143/143610_145920.ogg,0,0,0,0,0,0,0,0,0,0,1
15057,data/openmic/audio/055/055950_207360.ogg,0,0,0,0,0,0,0,0,0,1,0
19197,data/openmic/audio/067/067162_499200.ogg,0,0,0,0,1,0,0,0,0,0,0
35344,data/openmic/audio/131/131476_176640.ogg,0,0,0,0,0,0,1,0,0,0,0
768,data/openmic/audio/003/003853_238080.ogg,0,0,0,0,0,0,0,0,0,1,0
20409,data/openmic/audio/071/071578_142080.ogg,0,1,0,0,0,0,0,0,0,0,0
35179,data/openmic/audio/130/130857_65280.ogg,0,0,0,0,0,1,0,0,0,0,0
37741,data/openmic/audio/140/140582_207360.ogg,0,0,0,0,0,0,0,0,0,0,1
4561,data/openmic/audio/017/017775_833280.ogg,1,0,0,0,0,0,0,0,0,0,0
23494,data/openmic/audio/084/084998_149760.ogg,0,0,0,0,0,0,0,0,1,0,0
9308,data/openmic/audio/036/036042_226560.ogg,0,0,0,0,0,0,0,0,1,0,0
16262,data/openmic/audio/058/058924_103680.ogg,0,0,0,0,0,1,0,0,0,0,0
26332,data/openmic/audio/097/097646_426240.ogg,0,0,0,0,0,0,0,1,0,0,0
30743,data/openmic/audio/115/115654_138240.ogg,0,0,0,0,0,0,0,0,0,1,0
1195,data/openmic/audio/005/005034_161280.ogg,0,0,0,0,0,0,0,0,1,0,0
33125,data/openmic/audio/123/123715_61440.ogg,0,0,0,0,0,0,1,0,0,0,0
33903,data/openmic/audio/126/126456_295680.ogg,0,0,0,0,0,0,0,0,0,0,1
16677,data/openmic/audio/059/059667_119040.ogg,0,0,0,0,0,0,0,0,0,0,1
5115,data/openmic/audio/019/019797_449280.ogg,0,0,0,0,0,1,0,0,0,0,0
18312,data/openmic/audio/064/064694_69120.ogg,0,0,0,0,0,0,0,0,0,0,1
14742,data/openmic/audio/054/054543_399360.ogg,0,0,0,0,0,0,0,1,0,0,0
580,data/openmic/audio/003/003265_130560.ogg,0,0,0,0,0,0,1,0,0,0,0
15221,data/openmic/audio/056/056545_115200.ogg,0,0,0,0,0,0,0,0,0,0,1
9680,data/openmic/audio/037/037541_34560.ogg,0,0,0,0,0,0,0,0,0,0,1
40795,data/openmic/audio/152/152057_38400.ogg,0,0,0,0,0,0,1,0,0,0,0
32842,data/openmic/audio/122/122557_207360.ogg,1,0,0,0,0,0,0,0,0,0,0
11867,data/openmic/audio/045/045110_0.ogg,0,0,0,0,0,0,0,1,0,0,0
8160,data/openmic/audio/032/032010_253440.ogg,0,0,0,0,0,0,0,0,1,0,0
33620,data/openmic/audio/125/125365_253440.ogg,0,0,0,0,0,0,0,0,1,0,0
2755,data/openmic/audio/011/011690_207360.ogg,0,0,0,0,0,0,0,0,1,0,0
30942,data/openmic/audio/116/116219_157440.ogg,0,0,0,0,0,0,0,0,0,0,1
5898,data/openmic/audio/023/023132_249600.ogg,1,0,0,0,0,0,0,0,0,0,0
41239,data/openmic/audio/154/154393_168960.ogg,0,0,0,0,0,0,0,1,0,0,0
33731,data/openmic/audio/125/125822_0.ogg,0,0,0,0,0,0,0,0,0,1,0
15977,data/openmic/audio/058/058762_88320.ogg,0,0,0,0,0,1,0,0,0,0,0
38814,data/openmic/audio/144/144867_1236480.ogg,0,0,0,0,0,0,0,0,0,0,1
27384,data/openmic/audio/104/104573_107520.ogg,0,0,0,0,0,0,0,0,0,0,1
20300,data/openmic/audio/071/071241_241920.ogg,0,0,0,0,0,0,0,0,0,0,1
19944,data/openmic/audio/070/070163_238080.ogg,0,1,0,0,0,0,0,0,0,0,0
28777,data/openmic/audio/108/108915_38400.ogg,0,0,0,0,0,1,0,0,0,0,0
21476,data/openmic/audio/075/075706_7680.ogg,0,1,0,0,0,0,0,0,0,0,0
30469,data/openmic/audio/114/114552_307200.ogg,0,0,0,0,0,0,0,1,0,0,0
4928,data/openmic/audio/019/019252_111360.ogg,1,0,0,0,0,0,0,0,0,0,0
18378,data/openmic/audio/064/064950_84480.ogg,0,0,0,0,0,0,0,0,1,0,0
16033,data/openmic/audio/058/058790_88320.ogg,0,0,0,0,0,1,0,0,0,0,0
28052,data/openmic/audio/106/106686_276480.ogg,0,0,0,0,0,0,0,1,0,0,0
21362,data/openmic/audio/075/075373_192000.ogg,0,0,0,0,0,0,0,0,0,0,1
30651,data/openmic/audio/115/115309_61440.ogg,0,0,0,0,0,0,0,0,0,1,0
16367,data/openmic/audio/059/059025_38400.ogg,0,0,0,0,0,1,0,0,0,0,0
14474,data/openmic/audio/053/053830_65280.ogg,0,0,0,0,0,0,1,0,0,0,0
17211,data/openmic/audio/060/060874_107520.ogg,0,0,0,0,0,0,0,0,1,0,0
34593,data/openmic/audio/128/128900_122880.ogg,0,0,0,0,0,0,0,1,0,0,0
33830,data/openmic/audio/126/126216_26880.ogg,0,0,0,0,0,0,1,0,0,0,0
18860,data/openmic/audio/066/066092_142080.ogg,0,0,0,0,0,0,0,1,0,0,0
35575,data/openmic/audio/132/132269_7680.ogg,0,0,1,0,0,0,0,0,0,0,0
25327,data/openmic/audio/092/092739_80640.ogg,0,0,0,0,1,0,0,0,0,0,0
38828,data/openmic/audio/144/144896_61440.ogg,0,0,0,0,0,0,0,0,0,1,0
24778,data/openmic/audio/090/090472_641280.ogg,0,0,0,0,0,0,0,0,1,0,0
40319,data/openmic/audio/150/150095_38400.ogg,0,0,0,0,0,0,0,1,0,0,0
3319,data/openmic/audio/013/013201_7680.ogg,0,0,0,0,0,0,0,0,0,1,0
14404,data/openmic/audio/053/053670_288000.ogg,0,0,0,0,0,0,0,0,1,0,0
19011,data/openmic/audio/066/066698_1347840.ogg,0,0,0,0,0,0,0,0,0,1,0
24456,data/openmic/audio/088/088679_138240.ogg,0,0,0,0,0,0,1,0,0,0,0
28095,data/openmic/audio/106/106757_1021440.ogg,0,1,0,0,0,0,0,0,0,0,0
27041,data/openmic/audio/101/101098_115200.ogg,0,0,0,0,0,0,0,1,0,0,0
28691,data/openmic/audio/108/108388_238080.ogg,0,0,1,0,0,0,0,0,0,0,0
18676,data/openmic/audio/065/065594_253440.ogg,0,0,1,0,0,0,0,0,0,0,0
25782,data/openmic/audio/095/095091_437760.ogg,0,1,0,0,0,0,0,0,0,0,0
2289,data/openmic/audio/010/010519_138240.ogg,0,0,0,0,0,0,0,0,0,1,0
819,data/openmic/audio/003/003909_69120.ogg,0,0,0,1,0,0,0,0,0,0,0
11994,data/openmic/audio/045/045935_226560.ogg,1,0,0,0,0,0,0,0,0,0,0
41012,data/openmic/audio/153/153319_38400.ogg,0,1,0,0,0,0,0,0,0,0,0
25841,data/openmic/audio/095/095329_729600.ogg,0,0,0,0,0,0,0,1,0,0,0
36145,data/openmic/audio/134/134328_218880.ogg,1,0,0,0,0,0,0,0,0,0,0
11065,data/openmic/audio/042/042311_92160.ogg,0,0,0,0,0,0,0,1,0,0,0
34408,data/openmic/audio/128/128296_99840.ogg,0,0,1,0,0,0,0,0,0,0,0
29574,data/openmic/audio/111/111688_23040.ogg,1,0,0,0,0,0,0,0,0,0,0
12313,data/openmic/audio/047/047065_34560.ogg,0,0,0,0,0,0,0,1,0,0,0
23425,data/openmic/audio/084/084860_157440.ogg,0,0,0,0,0,0,1,0,0,0,0
11436,data/openmic/audio/043/043518_0.ogg,0,1,0,0,0,0,0,0,0,0,0
34430,data/openmic/audio/128/128512_161280.ogg,0,0,0,0,0,0,0,0,0,1,0
34862,data/openmic/audio/129/129713_46080.ogg,0,0,0,0,0,0,1,0,0,0,0
14875,data/openmic/audio/054/054940_130560.ogg,0,0,0,0,1,0,0,0,0,0,0
34560,data/openmic/audio/128/128816_126720.ogg,1,0,0,0,0,0,0,0,0,0,0
15262,data/openmic/audio/056/056575_122880.ogg,1,0,0,0,0,0,0,0,0,0,0
40668,data/openmic/audio/151/151609_53760.ogg,0,0,0,0,0,0,0,1,0,0,0
22403,data/openmic/audio/081/081059_23040.ogg,0,0,0,0,0,0,0,0,1,0,0
7141,data/openmic/audio/028/028119_53760.ogg,0,0,0,0,0,0,1,0,0,0,0
21014,data/openmic/audio/073/073813_199680.ogg,0,0,0,0,0,0,0,0,0,1,0
6657,data/openmic/audio/026/026358_1977600.ogg,0,0,1,0,0,0,0,0,0,0,0
39266,data/openmic/audio/146/146174_760320.ogg,0,0,0,0,0,1,0,0,0,0,0
30171,data/openmic/audio/113/113240_1251840.ogg,0,0,0,0,0,0,0,0,0,0,1
8443,data/openmic/audio/032/032891_103680.ogg,0,0,0,0,0,0,0,1,0,0,0
18663,data/openmic/audio/065/065562_226560.ogg,1,0,0,0,0,0,0,0,0,0,0
28500,data/openmic/audio/107/107801_145920.ogg,0,0,0,0,0,0,0,0,0,1,0
34640,data/openmic/audio/129/129022_480000.ogg,0,0,0,0,0,0,1,0,0,0,0
35480,data/openmic/audio/131/131933_284160.ogg,0,0,0,0,0,0,0,0,0,1,0
14617,data/openmic/audio/054/054259_172800.ogg,0,0,0,0,0,0,0,1,0,0,0
14008,data/openmic/audio/052/052361_26880.ogg,0,0,0,0,0,0,0,0,0,0,1
15074,data/openmic/audio/055/055961_284160.ogg,0,0,0,0,0,0,0,0,0,0,1
23615,data/openmic/audio/085/085381_3840.ogg,0,0,0,0,0,0,0,0,0,1,0
38006,data/openmic/audio/141/141850_145920.ogg,0,0,0,0,1,0,0,0,0,0,0
6334,data/openmic/audio/024/024834_364800.ogg,0,0,0,0,0,0,1,0,0,0,0
11883,data/openmic/audio/045/045151_0.ogg,0,0,0,0,0,0,0,0,0,1,0
10615,data/openmic/audio/040/040903_72960.ogg,0,0,0,0,1,0,0,0,0,0,0
32976,data/openmic/audio/122/122948_53760.ogg,0,0,0,0,0,0,0,0,0,1,0
23794,data/openmic/audio/085/085885_199680.ogg,1,0,0,0,0,0,0,0,0,0,0
29323,data/openmic/audio/110/110678_107520.ogg,0,0,0,0,0,0,0,0,0,1,0
19958,data/openmic/audio/070/070173_3840.ogg,0,0,0,0,0,0,0,0,1,0,0
19047,data/openmic/audio/066/066739_57600.ogg,0,0,0,0,0,0,1,0,0,0,0
36890,data/openmic/audio/137/137408_88320.ogg,0,0,0,0,0,0,0,0,0,1,0
38399,data/openmic/audio/143/143116_145920.ogg,0,0,0,0,0,0,0,1,0,0,0
34221,data/openmic/audio/127/127625_34560.ogg,0,0,0,0,1,0,0,0,0,0,0
7124,data/openmic/audio/028/028099_130560.ogg,0,0,0,0,0,0,1,0,0,0,0
11546,data/openmic/audio/043/043738_126720.ogg,0,0,0,0,0,0,0,0,0,0,1
29309,data/openmic/audio/110/110669_30720.ogg,0,0,0,0,0,0,0,0,0,1,0
30262,data/openmic/audio/113/113602_211200.ogg,0,0,0,0,0,0,1,0,0,0,0
5494,data/openmic/audio/021/021532_107520.ogg,1,0,0,0,0,0,0,0,0,0,0
30074,data/openmic/audio/112/112961_218880.ogg,0,0,0,0,0,0,0,0,0,1,0
16642,data/openmic/audio/059/059583_61440.ogg,0,0,0,0,0,0,1,0,0,0,0
25427,data/openmic/audio/093/093365_23040.ogg,0,0,0,0,0,0,1,0,0,0,0
5973,data/openmic/audio/023/023162_30720.ogg,1,0,0,0,0,0,0,0,0,0,0
5298,data/openmic/audio/020/020627_1601280.ogg,0,0,1,0,0,0,0,0,0,0,0
32074,data/openmic/audio/120/120009_107520.ogg,0,0,0,0,0,0,0,1,0,0,0
21264,data/openmic/audio/074/074896_276480.ogg,0,0,0,0,0,0,0,0,1,0,0
18227,data/openmic/audio/064/064445_46080.ogg,0,0,0,0,0,1,0,0,0,0,0
1435,data/openmic/audio/006/006602_138240.ogg,0,0,0,0,0,0,0,0,1,0,0
24099,data/openmic/audio/086/086568_245760.ogg,0,0,0,0,0,1,0,0,0,0,0
30793,data/openmic/audio/115/115766_26880.ogg,0,0,0,0,1,0,0,0,0,0,0
38511,data/openmic/audio/143/143617_42240.ogg,0,0,0,0,0,0,0,1,0,0,0
41520,data/openmic/audio/155/155278_211200.ogg,0,0,0,0,0,0,1,0,0,0,0
4072,data/openmic/audio/015/015877_30720.ogg,0,0,0,0,0,0,0,0,0,1,0
13165,data/openmic/audio/049/049531_180480.ogg,1,0,0,0,0,0,0,0,0,0,0
23019,data/openmic/audio/083/083341_72960.ogg,0,0,0,0,0,0,1,0,0,0,0
20861,data/openmic/audio/073/073301_180480.ogg,1,0,0,0,0,0,0,0,0,0,0
23143,data/openmic/audio/083/083782_506880.ogg,0,0,1,0,0,0,0,0,0,0,0
41346,data/openmic/audio/154/154677_26880.ogg,0,0,0,0,0,0,0,0,0,1,0
16179,data/openmic/audio/058/058876_38400.ogg,0,0,0,0,0,1,0,0,0,0,0
16732,data/openmic/audio/059/059723_49920.ogg,0,0,0,0,0,0,0,0,0,1,0
34327,data/openmic/audio/127/127926_126720.ogg,0,0,0,0,0,0,0,0,0,1,0
11542,data/openmic/audio/043/043733_0.ogg,0,0,0,0,0,0,0,1,0,0,0
8563,data/openmic/audio/033/033335_161280.ogg,0,0,0,0,0,0,0,0,0,0,1
24481,data/openmic/audio/088/088863_61440.ogg,0,0,0,0,1,0,0,0,0,0,0
3193,data/openmic/audio/013/013043_38400.ogg,0,0,0,0,0,0,0,0,1,0,0
12501,data/openmic/audio/047/047585_76800.ogg,0,0,0,0,0,0,0,0,1,0,0
9677,data/openmic/audio/037/037536_103680.ogg,1,0,0,0,0,0,0,0,0,0,0
38545,data/openmic/audio/143/143703_168960.ogg,0,0,0,0,0,0,0,0,0,1,0
19136,data/openmic/audio/067/067041_226560.ogg,0,1,0,0,0,0,0,0,0,0,0
1539,data/openmic/audio/007/007049_172800.ogg,0,0,0,0,0,0,0,0,0,0,1
10697,data/openmic/audio/041/041171_268800.ogg,1,0,0,0,0,0,0,0,0,0,0
22802,data/openmic/audio/082/082504_326400.ogg,0,0,0,0,0,0,0,1,0,0,0
18865,data/openmic/audio/066/066134_65280.ogg,0,0,0,0,0,0,0,0,0,0,1
10296,data/openmic/audio/039/039904_46080.ogg,0,0,0,0,0,0,0,0,0,1,0
27785,data/openmic/audio/105/105937_334080.ogg,0,0,0,0,0,0,0,0,1,0,0
12340,data/openmic/audio/047/047186_702720.ogg,0,0,1,0,0,0,0,0,0,0,0
17796,data/openmic/audio/062/062929_111360.ogg,0,0,0,0,0,0,0,1,0,0,0
18766,data/openmic/audio/065/065791_92160.ogg,0,0,0,0,0,0,1,0,0,0,0
25548,data/openmic/audio/094/094038_395520.ogg,0,0,0,0,0,0,1,0,0,0,0
16388,data/openmic/audio/059/059038_53760.ogg,0,0,0,0,0,1,0,0,0,0,0
9962,data/openmic/audio/038/038827_207360.ogg,0,0,0,0,0,0,0,0,0,1,0
23958,data/openmic/audio/086/086345_19200.ogg,0,1,0,0,0,0,0,0,0,0,0
24541,data/openmic/audio/089/089268_2142720.ogg,0,0,0,0,0,1,0,0,0,0,0
36858,data/openmic/audio/137/137309_230400.ogg,0,0,0,0,0,0,0,1,0,0,0
21039,data/openmic/audio/073/073899_42240.ogg,0,0,0,1,0,0,0,0,0,0,0
31709,data/openmic/audio/118/118836_15360.ogg,0,0,1,0,0,0,0,0,0,0,0
1428,data/openmic/audio/006/006596_53760.ogg,0,0,0,0,0,0,0,0,1,0,0
19770,data/openmic/audio/069/069303_165120.ogg,0,0,0,0,0,0,0,0,1,0,0
24152,data/openmic/audio/086/086782_19200.ogg,0,0,0,0,0,0,0,0,1,0,0
33415,data/openmic/audio/124/124796_226560.ogg,1,0,0,0,0,0,0,0,0,0,0
20962,data/openmic/audio/073/073543_741120.ogg,0,0,1,0,0,0,0,0,0,0,0
5996,data/openmic/audio/023/023216_276480.ogg,0,0,0,0,0,0,1,0,0,0,0
29228,data/openmic/audio/110/110467_341760.ogg,0,0,1,0,0,0,0,0,0,0,0
12970,data/openmic/audio/048/048778_149760.ogg,0,0,0,0,0,1,0,0,0,0,0
40310,data/openmic/audio/150/150086_72960.ogg,0,0,0,0,0,0,0,1,0,0,0
32376,data/openmic/audio/120/120857_30720.ogg,1,0,0,0,0,0,0,0,0,0,0
18427,data/openmic/audio/065/065124_7680.ogg,0,0,0,0,0,0,0,1,0,0,0
33118,data/openmic/audio/123/123692_3840.ogg,0,0,0,0,0,0,0,0,1,0,0
22412,data/openmic/audio/081/081070_245760.ogg,0,0,0,0,0,0,0,0,0,0,1
14866,data/openmic/audio/054/054935_69120.ogg,0,1,0,0,0,0,0,0,0,0,0
23153,data/openmic/audio/083/083811_384000.ogg,1,0,0,0,0,0,0,0,0,0,0
16397,data/openmic/audio/059/059042_42240.ogg,0,0,0,0,0,1,0,0,0,0,0
27347,data/openmic/audio/104/104162_111360.ogg,0,0,0,0,0,0,0,1,0,0,0
3514,data/openmic/audio/013/013860_153600.ogg,0,0,0,0,0,0,0,0,0,1,0
26951,data/openmic/audio/100/100308_172800.ogg,0,0,1,0,0,0,0,0,0,0,0
12549,data/openmic/audio/047/047690_284160.ogg,0,0,0,0,0,0,0,0,0,1,0
24902,data/openmic/audio/090/090906_11520.ogg,0,1,0,0,0,0,0,0,0,0,0
41014,data/openmic/audio/153/153322_180480.ogg,0,0,0,0,0,0,0,0,1,0,0
10966,data/openmic/audio/042/042024_188160.ogg,0,0,0,0,0,0,0,0,1,0,0
7118,data/openmic/audio/028/028087_88320.ogg,0,0,0,0,0,0,0,1,0,0,0
14036,data/openmic/audio/052/052439_107520.ogg,1,0,0,0,0,0,0,0,0,0,0
11904,data/openmic/audio/045/045278_103680.ogg,0,0,0,0,0,0,0,1,0,0,0
38311,data/openmic/audio/142/142869_741120.ogg,0,0,0,0,0,0,0,0,0,1,0
21769,data/openmic/audio/077/077317_7680.ogg,0,0,0,0,0,0,1,0,0,0,0
40649,data/openmic/audio/151/151524_7680.ogg,1,0,0,0,0,0,0,0,0,0,0
36670,data/openmic/audio/136/136268_199680.ogg,0,0,0,0,0,0,0,0,0,1,0
37774,data/openmic/audio/140/140756_280320.ogg,0,0,1,0,0,0,0,0,0,0,0
3318,data/openmic/audio/013/013192_76800.ogg,0,0,0,0,0,1,0,0,0,0,0
15226,data/openmic/audio/056/056562_1040640.ogg,1,0,0,0,0,0,0,0,0,0,0
36605,data/openmic/audio/136/136084_96000.ogg,0,0,0,0,0,0,1,0,0,0,0
36137,data/openmic/audio/134/134321_1509120.ogg,0,0,0,0,0,0,0,0,0,1,0
39456,data/openmic/audio/146/146825_648960.ogg,0,0,0,0,0,0,0,0,0,1,0
13825,data/openmic/audio/051/051904_76800.ogg,0,0,0,0,0,0,0,1,0,0,0
18644,data/openmic/audio/065/065538_180480.ogg,0,1,0,0,0,0,0,0,0,0,0
25483,data/openmic/audio/093/093679_130560.ogg,0,0,0,0,0,0,0,0,0,0,1
8694,data/openmic/audio/033/033933_30720.ogg,0,0,0,0,0,0,1,0,0,0,0
33045,data/openmic/audio/123/123347_34560.ogg,0,0,1,0,0,0,0,0,0,0,0
10570,data/openmic/audio/040/040769_23040.ogg,1,0,0,0,0,0,0,0,0,0,0
14457,data/openmic/audio/053/053809_0.ogg,0,0,0,0,0,0,1,0,0,0,0
25070,data/openmic/audio/091/091492_49920.ogg,0,0,0,0,0,0,1,0,0,0,0
14374,data/openmic/audio/053/053463_1175040.ogg,0,0,0,0,0,0,0,0,0,0,1
29158,data/openmic/audio/110/110344_26880.ogg,0,0,0,0,0,0,0,0,1,0,0
